publication,year,endorsed,Party,City,Latitude,Longitude,source,source2,notes
St. Louis Post-Dispatch,2008,Obama,Democrat,"St. Louis, MO",38.6270025,-90.1994042,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
St. Louis Post-Dispatch,2012,Obama,Democrat,"St. Louis, MO",38.6270025,-90.1994042,http://www.stltoday.com/news/opinion/columns/the-platform/editorial-obama-for-president-a-second-term-for-a-serious/article_c5371a41-ab43-5724-96e2-2d23eaa56589.html,,
Jackson Clarion-Ledger,1992,Clinton,Democrat,"Jackson, MS",32.2987573,-90.1848103,"""Endorsements."" Jackson Clarion-Ledger. Nov 1, 1992. p. 10G.",,
Jackson Clarion-Ledger,2000,Gore,Democrat,"Jackson, MS",32.2987573,-90.1848103,https://www2.gwu.edu/~action/natendorse5.html,,
Jackson Clarion-Ledger,2008,Obama,Democrat,"Jackson, MS",32.2987573,-90.1848103,https://www2.gwu.edu/~action/2008/media08/endorsements/endorse08newspgen.html,,
New Orleans Times-Picayune,2008,Obama,Democrat,"New Orleans, LA",29.9510658,-90.0715323,http://blog.nola.com/editorials/2008/10/barack_obama_for_president.html,,
New Orleans Times-Picayune,2016,Clinton,Democrat,"New Orleans, LA",29.9510658,-90.0715323,http://www.nola.com/politics/index.ssf/2016/10/hillary_clinton_president_1.html,,
Memphis Commercial Appeal,2004,Kerry,Democrat,"Memphis, TN",35.1495343,-90.0489801,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Memphis Commercial Appeal,2008,Obama,Democrat,"Memphis, TN",35.1495343,-90.0489801,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Memphis Commercial Appeal,2016,Clinton,Democrat,"Memphis, TN",35.1495343,-90.0489801,http://www.commercialappeal.com/story/opinion/editorials/2016/10/08/our-recommendation-hillary-clinton/91610332/,,
Daily Herald (Illinois),1980,Carter,Democrat,"Arlington Heights, IL",42.0883603,-87.9806265,"Editor & Publisher. Volume 113, Issue 44. Nov 1, 1980. pp. 9, 11, 13.",,
Daily Herald (Illinois),2004,Kerry,Democrat,"Arlington Heights, IL",42.0883603,-87.9806265,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Daily Herald (Illinois),2008,Obama,Democrat,"Arlington Heights, IL",42.0883603,-87.9806265,http://prev.dailyherald.com/story/?id=243692,,
Daily Herald (Illinois),2016,Clinton,Democrat,"Arlington Heights, IL",42.0883603,-87.9806265,http://www.dailyherald.com/article/20161022/discuss/161029666/,,
Milwaukee Journal Sentinel,2004,Kerry,Democrat,"Milwaukee, WI",43.0389025,-87.9064736,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Milwaukee Journal Sentinel,2008,Obama,Democrat,"Milwaukee, WI",43.0389025,-87.9064736,http://archive.jsonline.com/news/opinion/33263704.html,,
Chicago Sun-Times,1980,Carter,Democrat,"Chicago, IL",41.8781136,-87.6297982,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
Chicago Sun-Times,1992,Clinton,Democrat,"Chicago, IL",41.8781136,-87.6297982,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
Chicago Sun-Times,1996,Clinton,Democrat,"Chicago, IL",41.8781136,-87.6297982,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Chicago Sun-Times,2004,Kerry,Democrat,"Chicago, IL",41.8781136,-87.6297982,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Chicago Sun-Times,2008,Obama,Democrat,"Chicago, IL",41.8781136,-87.6297982,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Chicago Tribune,2008,Obama,Democrat,"Chicago, IL",41.8781136,-87.6297982,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Chicago Tribune,2012,Obama,Democrat,"Chicago, IL",41.8781136,-87.6297982,http://articles.chicagotribune.com/2012-10-26/news/chi-obama-endorsement-chicago-tribune-20121026_1_president-obama-barack-obama-tax-cuts,,
Chicago Sun-Times,2016,Clinton,Democrat,"Chicago, IL",41.8781136,-87.6297982,http://chicago.suntimes.com/opinion/editorial-vote-for-clinton-and-avert-a-train-wreck/,,
Northwest Indiana Times,1984,Mondale,Democrat,"Munster, IN",41.5644798,-87.5125412,"""Our choice for President."" Northwest Indiana Times. Oct 21, 1984.",,"Provided by Patricia Kincaid, Northwest Indiana Times Research Assistant"
Northwest Indiana Times,2004,Kerry,Democrat,"Munster, IN",41.5644798,-87.5125412,http://www.nwitimes.com/news/opinion/editorial/kerry-the-better-choice-for-leadership/article_d99d9ac9-0ec2-5651-b9e2-4c3a1b7c38c3.html,,
Birmingham News,2016,Clinton,Democrat,"Birmingham, AL",33.5206608,-86.80249,http://www.al.com/opinion/index.ssf/2016/10/endorsement_hillary_clinton.html,,"Under Alabama Media Group, which also includes the Huntsville Times and Mobile Press-Register (al.com is a shared digital arm)"
Tennessean,1980,Carter,Democrat,"Nashville, TN",36.1626638,-86.7816016,"""Mr. Carter Is Clear Choice, And Should Be Re-Elected."" Tennessean. Oct 19, 1980. p. 4B.",,
Tennessean,1984,Mondale,Democrat,"Nashville, TN",36.1626638,-86.7816016,http://www.upi.com/Archives/1984/10/25/The-Nashville-Banner-endorsed-President-Reagan-for-re-election-Thursday/3860467524800/,,
Tennessean,1988,Dukakis,Democrat,"Nashville, TN",36.1626638,-86.7816016,"Editor & Publisher. Volume 121, Issue 45. Nov 5, 1988. p. 10.",,
Tennessean,1992,Clinton,Democrat,"Nashville, TN",36.1626638,-86.7816016,"""In Nov. 3 election: Gov. Bill Clinton..."" Tennessean. Oct 25, 1992. p. 4-D.",,
Tennessean,1996,Clinton,Democrat,"Nashville, TN",36.1626638,-86.7816016,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Tennessean,2000,Gore,Democrat,"Nashville, TN",36.1626638,-86.7816016,https://www.gwu.edu/~action/natendorse5.html,,
Tennessean,2004,Kerry,Democrat,"Nashville, TN",36.1626638,-86.7816016,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Tennessean,2008,Obama,Democrat,"Nashville, TN",36.1626638,-86.7816016,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Louisville Courier-Journal,1980,Carter,Democrat,"Louisville, KY",38.2526647,-85.7584557,http://files.eric.ed.gov/fulltext/ED258236.pdf,,
Louisville Courier-Journal,1984,Mondale,Democrat,"Louisville, KY",38.2526647,-85.7584557,http://files.eric.ed.gov/fulltext/ED258236.pdf,,
Louisville Courier-Journal,1988,Dukakis,Democrat,"Louisville, KY",38.2526647,-85.7584557,http://articles.philly.com/1988-10-31/news/26269586_1_dukakis-backers-candidate-bush-democrat-michael-s-dukakis,,
Louisville Courier-Journal,1992,Clinton,Democrat,"Louisville, KY",38.2526647,-85.7584557,http://www.nytimes.com/1992/10/12/us/the-1992-campaign-rivals-each-win-endorsements.html,,
Louisville Courier-Journal,1996,Clinton,Democrat,"Louisville, KY",38.2526647,-85.7584557,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Louisville Courier-Journal,2000,Gore,Democrat,"Louisville, KY",38.2526647,-85.7584557,https://www.gwu.edu/~action/natendorse5.html,,
Louisville Courier-Journal,2004,Kerry,Democrat,"Louisville, KY",38.2526647,-85.7584557,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Louisville Courier-Journal,2008,Obama,Democrat,"Louisville, KY",38.2526647,-85.7584557,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Louisville Courier-Journal,2012,Obama,Democrat,"Louisville, KY",38.2526647,-85.7584557,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Grand Rapids Press,1980,Carter,Democrat,"Grand Rapids, MI",42.9633599,-85.6680863,"https://news.google.com/newspapers?nid=1988&dat=19801103&id=_FAiAAAAIBAJ&sjid=3awFAAAAIBAJ&pg=3310,93969",,
Grand Rapids Press,1992,Clinton,Democrat,"Grand Rapids, MI",42.9633599,-85.6680863,http://www.nytimes.com/1992/10/29/us/the-1992-campaign-the-voters-michigan-thinks-rethinks-and-thinks-again.html,,
Cincinnati Enquirer,2016,Clinton,Democrat,"Cincinnati, OH",39.1031182,-84.5120196,http://www.cincinnati.com/story/opinion/editorials/2016/09/23/enquirer-endorses-hillary-clinton-donald-trump/90728344/,,
Lexington Herald-Leader,1988,Dukakis,Democrat,"Lexington, KY",38.0405837,-84.5037164,http://articles.philly.com/1988-10-31/news/26269586_1_dukakis-backers-candidate-bush-democrat-michael-s-dukakis,,
Lexington Herald-Leader,1992,Clinton,Democrat,"Lexington, KY",38.0405837,-84.5037164,http://www.nytimes.com/1992/10/26/us/the-1992-campaign-more-newspapers-endorse.html,,
Lexington Herald-Leader,1996,Clinton,Democrat,"Lexington, KY",38.0405837,-84.5037164,"Lexington Herald-Leader. Nov 5, 1996. p. A14.",,Confirmed via email by Lexington Public Library
Lexington Herald-Leader,2000,Gore,Democrat,"Lexington, KY",38.0405837,-84.5037164,https://www.gwu.edu/~action/natendorse5.html,,
Lexington Herald-Leader,2004,Kerry,Democrat,"Lexington, KY",38.0405837,-84.5037164,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Lexington Herald-Leader,2008,Obama,Democrat,"Lexington, KY",38.0405837,-84.5037164,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Lexington Herald-Leader,2012,Obama,Democrat,"Lexington, KY",38.0405837,-84.5037164,http://www.kentucky.com/opinion/editorials/article44385816.html,,
Atlanta Journal-Constitution,1980,Carter,Democrat,"Atlanta, GA",33.7489954,-84.3879824,"https://news.google.com/newspapers?nid=1697&dat=19761026&id=1iQqAAAAIBAJ&sjid=3EYEAAAAIBAJ&pg=5486,4025894&hl=en","""Vote Tuesday."" Atlanta Journal. Nov 3, 1980. p 4A.",Atlanta Journal and Atlanta Constitution both endorsed Carter
Atlanta Journal-Constitution,2004,Kerry,Democrat,"Atlanta, GA",33.7489954,-84.3879824,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Atlanta Journal-Constitution,2008,Obama,Democrat,"Atlanta, GA",33.7489954,-84.3879824,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Dayton Daily News,1980,Carter,Democrat,"Dayton, OH",39.7589478,-84.1916069,"Editor & Publisher. Volume 113, Issue 44. Nov 1, 1980. pp. 9, 11, 13.",,
Dayton Daily News,1984,Mondale,Democrat,"Dayton, OH",39.7589478,-84.1916069,"Associated Press. Nov 4, 1984.",,
Dayton Daily News,1988,Dukakis,Democrat,"Dayton, OH",39.7589478,-84.1916069,"Associated Press. ""Dukakis blasts 'fear and smear'; Bush repudiates Illinois brochures."" Louisville Courier-Journal. Oct 23, 1988. p. A11.",,
Dayton Daily News,1992,Clinton,Democrat,"Dayton, OH",39.7589478,-84.1916069,"Editor & Publisher. Volume 125, Issue 43. Oct 24, 1992. pp. 11, 44.",,
Dayton Daily News,1996,Clinton,Democrat,"Dayton, OH",39.7589478,-84.1916069,"https://news.google.com/newspapers?nid=1310&dat=19961028&id=P0xWAAAAIBAJ&sjid=HOsDAAAAIBAJ&pg=6754,7621074",,
Dayton Daily News,2000,Gore,Democrat,"Dayton, OH",39.7589478,-84.1916069,https://www2.gwu.edu/~action/natendorse5.html,,
Dayton Daily News,2004,Kerry,Democrat,"Dayton, OH",39.7589478,-84.1916069,https://www2.gwu.edu/~action/2004/cands/natendorse5.html,,
Dayton Daily News,2008,Obama,Democrat,"Dayton, OH",39.7589478,-84.1916069,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Toledo Blade,1992,Clinton,Democrat,"Toledo, OH",41.6639383,-83.555212,https://news.google.com/newspapers?id=z1ZPAAAAIBAJ&sjid=TgMEAAAAIBAJ&pg=6341%2C696952,,
Toledo Blade,1996,Clinton,Democrat,"Toledo, OH",41.6639383,-83.555212,"""President."" Toledo Blade. Nov 4, 1996. Opinion section, p. 8.",,
Toledo Blade,2000,Gore,Democrat,"Toledo, OH",41.6639383,-83.555212,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
Toledo Blade,2004,Kerry,Democrat,"Toledo, OH",41.6639383,-83.555212,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Toledo Blade,2008,Obama,Democrat,"Toledo, OH",41.6639383,-83.555212,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Toledo Blade,2012,Obama,Democrat,"Toledo, OH",41.6639383,-83.555212,http://www.toledoblade.com/Editorials/2012/10/28/lt-div-class-libPageBodyLinebreak-gt-Re-elect-President-Obama-lt-div-gt.html,,
Detroit Free Press,1980,Carter,Democrat,"Detroit, MI",42.331427,-83.0457538,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
Detroit Free Press,1984,Mondale,Democrat,"Detroit, MI",42.331427,-83.0457538,http://www.upi.com/Archives/1984/10/29/Reagan-Mondale-endorsed-by-newspapers-a-cross-country/1780467874000/,,
Detroit Free Press,1988,Dukakis,Democrat,"Detroit, MI",42.331427,-83.0457538,http://www.nytimes.com/1988/10/24/us/politics-dukakis-wins-endorsement-of-newspapers-in-four-cities.html,,
Detroit Free Press,1992,Clinton,Democrat,"Detroit, MI",42.331427,-83.0457538,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
Detroit Free Press,1996,Clinton,Democrat,"Detroit, MI",42.331427,-83.0457538,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Detroit Free Press,2000,Gore,Democrat,"Detroit, MI",42.331427,-83.0457538,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
Detroit Free Press,2004,Kerry,Democrat,"Detroit, MI",42.331427,-83.0457538,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Detroit Free Press,2008,Obama,Democrat,"Detroit, MI",42.331427,-83.0457538,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Detroit Free Press,2012,Obama,Democrat,"Detroit, MI",42.331427,-83.0457538,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Columbus Dispatch,2016,Clinton,Democrat,"Columbus, OH",39.9611755,-82.9987942,http://www.dispatch.com/content/stories/editorials/2016/10/09/1-editorial-for-president-trump-unfit-clinton-is-qualified.html,,
Sarasota Herald-Tribune,1992,Clinton,Democrat,"Sarasota, FL",27.3364347,-82.5306527,"Email from Thomas Tryon, Sarasota Herald-Tribune Opinion Editor",,
Sarasota Herald-Tribune,1996,Clinton,Democrat,"Sarasota, FL",27.3364347,-82.5306527,"""Clinton for president."" Sarasota Herald-Tribune. Oct 20, 1996. p. 2F.",,
Sarasota Herald-Tribune,2000,Gore,Democrat,"Sarasota, FL",27.3364347,-82.5306527,https://www2.gwu.edu/~action/natendorse5.html,,
Sarasota Herald-Tribune,2004,Kerry,Democrat,"Sarasota, FL",27.3364347,-82.5306527,https://www2.gwu.edu/~action/2004/cands/natendorse5.html,,
Sarasota Herald-Tribune,2008,Obama,Democrat,"Sarasota, FL",27.3364347,-82.5306527,http://www.heraldtribune.com/news/20081019/president-barack-obama,,
Tampa Bay Times,1980,Carter,Democrat,"Tampa, FL",27.950575,-82.4571776,http://www.upi.com/Archives/1980/10/27/With-the-presidential-campaign-heading-into-its-final-week/2612341470800/,,As St. Petersburg Times
Tampa Bay Times,1984,Mondale,Democrat,"Tampa, FL",27.950575,-82.4571776,https://news.google.com/newspapers?id=mvAdAAAAIBAJ&sjid=1MgEAAAAIBAJ&pg=1611%2C7318880,,As St. Petersburg Times
Tampa Bay Times,1988,Dukakis,Democrat,"Tampa, FL",27.950575,-82.4571776,https://news.google.com/newspapers?id=guobAAAAIBAJ&sjid=MHoEAAAAIBAJ&pg=6868%2C2745604,,As St. Petersburg Times
Tampa Bay Times,1992,Clinton,Democrat,"Tampa, FL",27.950575,-82.4571776,http://www.nytimes.com/1992/10/26/us/the-1992-campaign-more-newspapers-endorse.html,,As St. Petersburg Times
Tampa Bay Times,1996,Clinton,Democrat,"Tampa, FL",27.950575,-82.4571776,https://news.google.com/newspapers?id=dnpIAAAAIBAJ&sjid=Bg8EAAAAIBAJ&pg=5010%2C6116161,,As St. Petersburg Times
Tampa Bay Times,2000,Gore,Democrat,"Tampa, FL",27.950575,-82.4571776,http://www.sptimes.com/News/102900/Perspective/Gore_for_president.shtml,,As St. Petersburg Times
Tampa Bay Times,2004,Kerry,Democrat,"Tampa, FL",27.950575,-82.4571776,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,As St. Petersburg Times
Tampa Bay Times,2008,Obama,Democrat,"Tampa, FL",27.950575,-82.4571776,http://www.tampabay.com/opinion/editorials/the-times-recommends-obama-for-president/870039,,As St. Petersburg Times
Tampa Bay Times,2012,Obama,Democrat,"Tampa, FL",27.950575,-82.4571776,http://www.tampabay.com/opinion/editorials/obama-for-president/1257328,,
Tampa Bay Times,2016,Clinton,Democrat,"Tampa, FL",27.950575,-82.4571776,http://www.tampabay.com/opinion/editorials/times-recommends-hillary-clinton-for-president/2296789,,
Cleveland Plain Dealer,1992,Clinton,Democrat,"Cleveland, OH",41.49932,-81.6943605,http://www.cleveland.com/opinion/index.ssf/2012/10/plain_dealer_presidential_endo.html,,
Cleveland Plain Dealer,1996,Clinton,Democrat,"Cleveland, OH",41.49932,-81.6943605,http://www.cleveland.com/opinion/index.ssf/2012/10/plain_dealer_presidential_endo.html,,
Cleveland Plain Dealer,2008,Obama,Democrat,"Cleveland, OH",41.49932,-81.6943605,http://www.cleveland.com/opinion/index.ssf/2012/10/plain_dealer_presidential_endo.html,,
Cleveland Plain Dealer,2012,Obama,Democrat,"Cleveland, OH",41.49932,-81.6943605,http://www.cleveland.com/opinion/index.ssf/2012/10/on_the_basis_of_sound_leadersh.html,,
Cleveland Plain Dealer,2016,Clinton,Democrat,"Cleveland, OH",41.49932,-81.6943605,http://www.cleveland.com/opinion/index.ssf/2016/10/in_the_matter_of_our_endorseme.html,,"Under Northeast Ohio Media Group, which also includes other weekly papers in the Cleveland area (cleveland.com is a shared digital arm)"
Akron Beacon Journal,1980,Carter,Democrat,"Akron, OH",41.0814447,-81.5190053,http://www.upi.com/Archives/1980/10/26/The-New-York-Times-Sunday-endorsed-President-Carter-for/4516341380800/,,
Akron Beacon Journal,1984,Mondale,Democrat,"Akron, OH",41.0814447,-81.5190053,http://www.upi.com/Archives/1984/10/29/Reagan-Mondale-endorsed-by-newspapers-a-cross-country/1780467874000/,,
Akron Beacon Journal,1992,Clinton,Democrat,"Akron, OH",41.0814447,-81.5190053,"""Clinton for president."" Akron Beacon Journal. Oct 25, 1992. p. C2.",,"Provided by Norma Hill, Akron Beacon Journal Librarian"
Akron Beacon Journal,1996,Clinton,Democrat,"Akron, OH",41.0814447,-81.5190053,http://lasvegassun.com/news/1996/oct/28/midwest-south-papers-like-dole/,,
Akron Beacon Journal,2000,Gore,Democrat,"Akron, OH",41.0814447,-81.5190053,https://www.gwu.edu/~action/natendorse5.html,,
Akron Beacon Journal,2004,Kerry,Democrat,"Akron, OH",41.0814447,-81.5190053,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Akron Beacon Journal,2008,Obama,Democrat,"Akron, OH",41.0814447,-81.5190053,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Akron Beacon Journal,2012,Obama,Democrat,"Akron, OH",41.0814447,-81.5190053,http://www.ohio.com/editorial/editorials/obama-for-president-1.343675,,
Akron Beacon Journal,2016,Clinton,Democrat,"Akron, OH",41.0814447,-81.5190053,http://www.ohio.com/editorial/editorials/hillary-clinton-for-president-1.714360,,
Orlando Sentinel,2004,Kerry,Democrat,"Orlando, FL",28.5383355,-81.3792365,http://articles.orlandosentinel.com/2012-10-19/opinion/os-ed-sentinel-presidential-endorsements-102112-20121019_1_endorsements-mitt-romney-orlando-sentinel,,
